Zaman damgası,  Yaşınız   ,  Cinsiyetiniz ,  En çok dinlediğiniz müzik türü  ,Müzikte cinsiyetçi söylemlerin toplum üzerinde etkili olduğunu düşünüyorum.  ,Şarkılarda kadınların aşağılanmasını rahatsız edici buluyorum.  ,Şarkı sözleri insanların kadınlara bakışını etkileyebilir.  ,Ünlülerin söylemleri/davranışları hayranları etkileyebilir.  ,Müziğin kadın düşmanlığını normalleştirdiğini düşünüyorum.  ,"Söz 1:  ""Manita baya kasvetli
O vücuduyla beni hapsetti
""Tek gecelik, bi' daha olmaz"" diyince
Ben de dayanamadım, gasp ettim"" - B4TU INC
Sizce bu ifade tacizi normalleştiriyor mu?  ","Söz 2: ""Taktım beşe, çıktım E5'e (E5)
E5'te bi' bayan dedi ""Bana dayan"" (Oo)
Dayandım, dayandım, davada uyandım
Hâkim dedi ""Ne iş?"", ben dedim ""S*k*ş"" -Ravend
Sizce bu ifade tacizi normalleştiriyor mu?  ","Söz 3: ""Elon Musk değilim ama 
k*ltağı sürüyo'm sanki bi' Tesla""
""Sanırım bastım karına
Pasladım onu agalarıma"" -DEHA INC
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 4: ""S*rtüğe bak (bak, bak)
S*rtüğe bak (bak, bak)
İstiyo beni (istiyo o)
O s*rtüğe bak (s*rtüğe bak)"" -Khontkar
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 5: ""S*rtük göz kamaştırır
Arkadaşıyla tanıştırır
Beni iyi araştırır
Yanına beni yaraştırır"" -Reckol
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 6: ""Ketojenik or*spular, s*kim bi' kahvaltı""
""Spiritüel or*spular revaçta ve erimiyo
Adamımın k*ltağıyım, inemiyo'm"" -EGE! & Lil Zey
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 7: "" Rüyalarımdasın sen yatağında uyurken (Slatt)
S*ktim seni, attım otoban kenarına
Yaptım hatunun saçından Voodoo oyuncağı"" -13Killoki & Qimp
Sizce bu ifade tacizi normalleştiriyor mu?  ","Söz 8: ""S*rtük taş gibi
Osman dedi bildiğim şeyleri
Yalamaya başla, en sevdiğim laflar
Yeni drip, bunları sevdin mi abla?  "" -SWIRF & yungcihad
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 9: ""Görüyorsun yanımda motor gibi manitayı (manitayı)"" -Keişan & Anıl Piyancı
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 10: ""Adı Katarina, verdim tam arasına
Dedi, ""Lütfen tekrar gel ara sıra""
""Tanıştım Bebek'te, adı Natasha
Dedim, ""Uzatma bebek, yat aşa'"" -Era7capone & Batuflex & Narco
Sizce bu ifade kadını nesneleştiriyor mu?  ",Günlük hayatta kadın düşmanlığına sık rastladığımı düşünüyorum.,Cinsiyetçi müzik dinleyen kişilerin bu söylemleri ilişkilerine yansıttığını gözlemledim.  ,"Sizce müzik platformları (Spotify, YouTube vb.) bu tarz içerikleri filtrelemeli midir?  ", Bugüne kadar dinlediğiniz şarkılarda kadın düşmanlığı fark ettiniz mi?  ,Şarkılardaki cinsiyetçi söylemlere karşı daha fazla farkındalık oluşturulması gerektiğini düşünüyorum.  ,  Bu konuda bir proje/çalışma yapılmasının önemli olduğunu düşünüyorum.  ,Cinsiyetçi sözler içeren şarkıları dinlemeyi bırakırım.,Şiddet içerikli sözler normalleştirici etki yaratıyor.  
30.11.2025 18:54:59,19-24,Erkek,Rock/Metal,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılmıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Emin değilim.,Evet.,Hayır.,Evet.,Kararsızım.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.
30.11.2025 19:16:08,19-24,Erkek,Rock/Metal,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılmıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Hayır.,Evet.,Evet.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 19:22:37,15-18,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.
30.11.2025 19:25:08,19-24,Kadın,Çoğu türü dinliyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Hayır.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 19:28:07,19-24,Erkek,Rap/Hip-hop,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Hayır.,Emin değilim.,Hayır.,Hayır.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.
30.11.2025 19:28:23,19-24,Erkek,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kararsızım.,Katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Emin değilim.,Emin değilim.,Emin değilim.,Dikkat etmedim.,Kesinlikle katılıyorum.,Kararsızım.,Katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 19:30:08,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 19:35:02,19-24,Kadın,İndie/Alternatif,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 19:36:26,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 19:37:00,15-18,Erkek,Rock/Metal,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Evet.,Evet.,Emin değilim.,Hayır.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.
30.11.2025 19:39:59,19-24,Kadın,İndie/Alternatif,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 19:41:00,19-24,Kadın,Rock/Metal,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Evet.,Emin değilim.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 19:43:57,15-18,Kadın,İndie/Alternatif,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 19:47:40,19-24,Erkek,Rock/Metal,Katılmıyorum.,Katılıyorum.,Katılmıyorum.,Katılmıyorum.,Katılmıyorum.,Kararsızım.,Katılmıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kararsızım.,Kararsızım.,Kesinlikle katılıyorum.,Kararsızım.,Kararsızım.,Katılıyorum.,Hayır.,Emin değilim.,Hayır.,Hayır.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.
30.11.2025 19:55:56,19-24,Erkek,İndie/Alternatif,Katılıyorum.,Katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Evet.,Hayır.,Evet.,Katılıyorum.,Katılıyorum.,Kararsızım.,Katılıyorum.
30.11.2025 20:08:28,19-24,Erkek,Elektronik,Kararsızım.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılmıyorum.,Katılıyorum.,Kararsızım.,Katılıyorum.,Katılmıyorum.,Kararsızım.,Kararsızım.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Hayır.,Evet.,Evet.,Evet.,Katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Katılıyorum.
30.11.2025 20:17:09,19-24,Kadın,İndie/Alternatif,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kararsızım.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 20:20:11,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Evet.,Evet.,Emin değilim.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 20:20:17,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kararsızım.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Emin değilim.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 20:25:03,19-24,Kadın,İndie/Alternatif,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 20:25:09,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 20:32:28,19-24,Kadın,Pop,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Hayır.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 20:32:37,15-18,Erkek,İndie/Alternatif,Katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Katılıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Evet.,Hayır.,Hayır.,Evet.,Katılıyorum.,Kararsızım.,Katılmıyorum.,Katılmıyorum.
30.11.2025 20:32:56,25-34,Erkek,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Emin değilim.,Hayır.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.
30.11.2025 20:35:55,19-24,Erkek,Rap/Hip-hop,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 20:36:01,15-18,Erkek,Rap/Hip-hop,Kesinlikle katılmıyorum.,Katılmıyorum.,Kesinlikle katılmıyorum.,Kararsızım.,Kararsızım.,Kesinlikle katılmıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılmıyorum.,Emin değilim.,Emin değilim.,Hayır.,Hayır.,Kararsızım.,Katılıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.
30.11.2025 20:36:25,15-18,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 20:37:59,19-24,Kadın,Pop,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 20:38:41,15-18,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 20:39:56,19-24,Kadın,Rap/Hip-hop,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Hayır.,Hayır.,Hayır.,Hayır.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.
30.11.2025 20:40:34,15-18,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Evet.,Evet.,Hayır.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 20:45:30,19-24,Erkek,Diğer,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 21:03:49,19-24,Kadın,Rock/Metal,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 21:04:52,19-24,Kadın,Pop,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 21:06:20,19-24,Erkek,İndie/Alternatif,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 21:12:52,15-18,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 21:14:20,15-18,Kadın,Çoğu türü dinliyorum.,Kararsızım.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılmıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 21:18:49,15-18,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
